Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Daksha Bakre,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (11 years as specialist),"Bellandur, Bangalore",Bangalore,97%,(934 votes),₹ 850 fee
Dr. Ashwini P,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (14 years as specialist),"Indiranagar, Bangalore",Bangalore,91%,(367 votes),₹ 700 fee
Dr. Amrita Rao,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",29 Years Experience Overall  (20 years as specialist),"Old Airport Road, Bangalore",Bangalore,93%,(100 votes),₹ 900 fee
Dr. Jayashree Murthy,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",25 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,99%,(70 votes),₹ 600 fee
Dr. Manjula Raghuveer,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",22 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,95%,(185 votes),₹ 850 fee
Dr. Suvarna Jyothi G,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (13 years as specialist),"Indiranagar, Bangalore",Bangalore,100%,(153 votes),₹ 700 fee
Dr. Chetana V,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (21 years as specialist),"Hebbal, Bangalore",Bangalore,94%,(33 votes),₹ 800 fee
Dr. Hemavathi Srinivasan,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (11 years as specialist),"Indiranagar, Bangalore",Bangalore,86%,(28 votes),₹ 700 fee
Dr. Julie Thomas,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (14 years as specialist),"Electronics City, Bangalore",Bangalore,88%,(113 votes),₹ 850 fee
Dr. Rituparna Bera,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (6 years as specialist),"Hennur, Bangalore",Bangalore,100%,(705 votes),₹ 500 fee
Dr. Sahana Deshpande,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (17 years as specialist),"Kanakpura Road, Bangalore",Bangalore,85%,(40 votes),₹ 700 fee
Dr. Smitha A.P.,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (12 years as specialist),"Kumara Park West, Bangalore",Bangalore,99%,(111 votes),₹ 1000 fee
Dr. Manjula S Patil,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (16 years as specialist),"HRBR Layout, Bangalore",Bangalore,99%,(464 votes),₹ 700 fee
Dr. Padmalatha,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (18 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,100%,(193 votes),₹ 750 fee
Dr. Arti Sharma,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",8 Years Experience Overall  (4 years as specialist),"HSR Layout, Bangalore",Bangalore,67%,(12 votes),₹ 600 fee
Dr. Vinutha Prashanth,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (11 years as specialist),"Kanakpura Road, Bangalore",Bangalore,100%,(504 votes),₹ 700 fee
Dr. Shilpashree. N,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (10 years as specialist),"Kanakpura Road, Bangalore",Bangalore,99%,(72 votes),₹ 850 fee
Dr. Meena Prashanth,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (16 years as specialist),"Malleswaram, Bangalore",Bangalore,92%,(13 votes),₹ 700 fee
Dr. Vidya Gayathri S,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (11 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(91 votes),₹ 850 fee
Dr. Priyanka Dilip Kumar,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (9 years as specialist),"New BEL Road, Bangalore",Bangalore,100%,(38 votes),₹ 900 fee
Dr. Geetha S,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (14 years as specialist),"Electronics City, Bangalore",Bangalore,90%,(29 votes),₹ 650 fee
Dr. Sunitha Gali,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (6 years as specialist),"Sahakaranagar, Bangalore",Bangalore,89%,(28 votes),₹ 500 fee
Dr. Mahalakshmi Pendurthi,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",7 Years Experience Overall  (3 years as specialist),"Electronics City, Bangalore",Bangalore,27%,(11 votes),₹ 600 fee
Dr. Roopa B A,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",9 Years Experience Overall,"Sampangiramnagar, Bangalore",Bangalore,27%,(11 votes),₹ 800 fee
Dr. Reetu G. Naresh,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",27 Years Experience Overall  (20 years as specialist),"VV Puram, Bangalore",Bangalore,18%,(34 votes),₹ 750 fee
Dr. Abhishek Aggarwal,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",7 Years Experience Overall  (4 years as specialist),"Electronics City, Bangalore",Bangalore,99%,(307 votes),₹ 600 fee
Dr. Garima Jain,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",26 Years Experience Overall  (20 years as specialist),"Whitefield, Bangalore",Bangalore,95%,(148 votes),₹ 800 fee
Dr. Gowri,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",26 Years Experience Overall  (20 years as specialist),"Indiranagar, Bangalore",Bangalore,92%,(71 votes),₹ 700 fee
Dr. Pooja Sahni,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (9 years as specialist),"HRBR Layout, Bangalore",Bangalore,100%,(61 votes),₹ 850 fee
Dr. Kavitha P M,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (15 years as specialist),"Jayanagar, Bangalore",Bangalore,96%,(53 votes),₹ 850 fee
Dr. Nupur Sood,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall,"Koramangala 6 Block, Bangalore",Bangalore,92%,(25 votes),₹ 700 fee
Dr. Rakhi Mohan,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (12 years as specialist),"Doddakammanahalli, Bangalore",Bangalore,92%,(25 votes),₹ 600 fee
Dr. Akshita R Sheth,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (11 years as specialist),"Malleswaram, Bangalore",Bangalore,92%,(25 votes),₹ 710 fee
Dr. Akila Preeti,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (6 years as specialist),"Whitefield, Bangalore",Bangalore,92%,(25 votes),₹ 800 fee
Dr. Anu Joseph,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (12 years as specialist),"Electronics City, Bangalore",Bangalore,96%,(252 votes),₹ 700 fee
Dr. Shilpa Haresh,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (19 years as specialist),"Bilekahalli, Bangalore",Bangalore,94%,(64 votes),₹ 300 fee
Dr. Amrita Rao,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",29 Years Experience Overall  (20 years as specialist),"Old Airport Road, Bangalore",Bangalore,93%,(100 votes),₹ 900 fee
Dr. Prathiba Govindaiah,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (10 years as specialist),"HSR Layout, Bangalore",Bangalore,95%,(216 votes),₹ 700 fee
Dr. Ashwini P,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (14 years as specialist),"Indiranagar, Bangalore",Bangalore,91%,(367 votes),₹ 700 fee
Dr. Smitha A.P.,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (12 years as specialist),"Kumara Park West, Bangalore",Bangalore,99%,(111 votes),₹ 1000 fee
Dr. Sandhya Mishra,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,99%,(111 votes),₹ 800 fee
Dr. Nirmala R,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",25 Years Experience Overall,"JP Nagar, Bangalore",Bangalore,80%,(25 votes),₹ 800 fee
Dr. Rituparna Bera,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (6 years as specialist),"Hennur, Bangalore",Bangalore,100%,(705 votes),₹ 500 fee
Dr. Priyanka Dilip Kumar,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (9 years as specialist),"New BEL Road, Bangalore",Bangalore,96%,(28 votes),₹ 900 fee
Dr. Sunitha Gali,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (6 years as specialist),"Sahakaranagar, Bangalore",Bangalore,89%,(28 votes),₹ 500 fee
Dr. Meena Prashanth,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (16 years as specialist),"Malleswaram, Bangalore",Bangalore,88%,(24 votes),₹ 700 fee
Dr. Vidya Gayathri S,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (11 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(91 votes),₹ 850 fee
Dr. Reetu G. Naresh,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",27 Years Experience Overall  (20 years as specialist),"VV Puram, Bangalore",Bangalore,88%,(16 votes),₹ 750 fee
Dr. Manjulatha VR,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (11 years as specialist),"Kanakpura Road, Bangalore",Bangalore,99%,(245 votes),₹ 600 fee
Dr. Akila Preeti,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (6 years as specialist),"Whitefield, Bangalore",Bangalore,92%,(26 votes),₹ 800 fee
Dr. Shikha Gurnani,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (14 years as specialist),"Dwarka, Delhi",Delhi,98%,(1361 votes),₹ 800 fee
Dr. Harveen Kaur,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (13 years as specialist),"Malviya Nagar, Delhi",Delhi,97%,(149 votes),₹ 1000 fee
Dr. Divya Wadhawan,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (12 years as specialist),"Chirag Delhi, Delhi",Delhi,98%,(671 votes),₹ 1000 fee
Dr. Sadhna Singhal Vishnoi,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",29 Years Experience Overall  (16 years as specialist),"Punjabi Bagh, Delhi",Delhi,97%,(144 votes),₹ 1000 fee
Dr. Swati Mehrotra,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (6 years as specialist),"Naraina Vihar, Delhi",Delhi,100%,(39 votes),₹ 600 fee
Dr. Rupali Goyal,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (16 years as specialist),"Sarita Vihar, Delhi",Delhi,100%,(24 votes),₹ 1500 fee
Dr. Yashica Gudesar,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (13 years as specialist),"Dwarka Sector 6, Delhi",Delhi,95%,(852 votes),₹ 900 fee
Dr. Nileshma Pandey,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (9 years as specialist),"Dwarka Sector 12, Delhi",Delhi,83%,(18 votes),₹ 600 fee
Dr. Jasvinder Kaur,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (9 years as specialist),"Rohini Sector 3, Delhi",Delhi,100%,(32 votes),₹ 600 fee
Dr. Priya Shukla,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (11 years as specialist),"Chirag Delhi, Delhi",Delhi,96%,(98 votes),₹ 1500 fee
Dr. Neelima Kulshrestha,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",26 Years Experience Overall  (17 years as specialist),"Patparganj, Delhi",Delhi,100%,(11 votes),₹ 1000 fee
Dr. Mohini Soni,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (11 years as specialist),"Vasant Kunj, Delhi",Delhi,71%,(14 votes),₹ 1000 fee
Dr. Sandeep Talwar,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",33 Years Experience Overall  (31 years as specialist),"Panchsheel Park, Delhi",Delhi,87%,(45 votes),₹ 1500 fee
Dr. Ritu Goyal,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (13 years as specialist),"Patparganj, Delhi",Delhi,100%,(11 votes),₹ 1000 fee
Dr. Swasti,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (17 years as specialist),"Patparganj, Delhi",Delhi,89%,(18 votes),₹ 800 fee
Dr. Pooja Rana,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (6 years as specialist),"Panchsheel Park, Delhi",Delhi,89%,(18 votes),₹ 1450 fee
Dr. Sheetal Agarwal,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",35 Years Experience Overall  (27 years as specialist),"Panchsheel Park, Delhi",Delhi,89%,(18 votes),₹ 1600 fee
Dr. Gitika Sharma,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall,"Punjabi Bagh, Delhi",Delhi,89%,(18 votes),₹ 1000 fee
Dr. Rachna Verma,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",30 Years Experience Overall  (22 years as specialist),"Vasant Kunj, Delhi",Delhi,98%,(321 votes),₹ 1300 fee
Dr. Suyesha Khanijao,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (10 years as specialist),"Saket, Delhi",Delhi,95%,(98 votes),₹ 1000 fee
Dr. Seema Roy,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (7 years as specialist),"Tilak Nagar, Delhi",Delhi,97%,(39 votes),₹ 600 fee
Dr. Sheetal Agarwal,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",35 Years Experience Overall  (28 years as specialist),"Chirag Delhi, Delhi",Delhi,82%,(11 votes),₹ 1500 fee
Dr. Meeta Airen,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",25 Years Experience Overall  (15 years as specialist),"Lajpat Nagar 4, Delhi",Delhi,82%,(11 votes),₹ 400 fee
Dr. Shabnam,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (10 years as specialist),"Mehrauli, Delhi",Delhi,99%,(276 votes),₹ 1500 fee
Dr. Richika Sahay Shukla,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (13 years as specialist),"Vasant Kunj, Delhi",Delhi,97%,(251 votes),₹ 2000 fee
Dr. Kanika Batra Modi,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (9 years as specialist),"Lajpat Nagar, Delhi",Delhi,83%,(18 votes),₹ 1000 fee
Dr. Dipika Palit,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (10 years as specialist),"Connaught Place, Delhi",Delhi,100%,(36 votes),₹ 1000 fee
Dr. Gauri Agarwal,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (11 years as specialist),"Malviya Nagar, Delhi",Delhi,100%,(36 votes),₹ 600 fee
Dr. Shilpi Sachdev,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (17 years as specialist),"Moti Nagar, Delhi",Delhi,98%,(274 votes),₹ 1200 fee
Dr. Rupali Goyal,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (16 years as specialist),"Sarita Vihar, Delhi",Delhi,100%,(24 votes),₹ 1500 fee
Dr. Jasvinder Kaur,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (9 years as specialist),"Rohini Sector 3, Delhi",Delhi,100%,(32 votes),₹ 600 fee
Dr. Gitika Sharma,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall,"Punjabi Bagh, Delhi",Delhi,95%,(21 votes),₹ 1000 fee
Dr. Rachna Verma,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",30 Years Experience Overall  (22 years as specialist),"Vasant Kunj, Delhi",Delhi,98%,(321 votes),₹ 1300 fee
Dr. Suyesha Khanijao,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (10 years as specialist),"Saket, Delhi",Delhi,95%,(98 votes),₹ 1000 fee
Dr. Sheetal Agarwal,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",35 Years Experience Overall  (28 years as specialist),"Chirag Delhi, Delhi",Delhi,82%,(11 votes),₹ 1500 fee
Dr. Shabnam,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (10 years as specialist),"Mehrauli, Delhi",Delhi,99%,(276 votes),₹ 1500 fee
Dr. Richika Sahay Shukla,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (13 years as specialist),"Vasant Kunj, Delhi",Delhi,97%,(251 votes),₹ 2000 fee
Dr. Dipika Palit,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (10 years as specialist),"Connaught Place, Delhi",Delhi,100%,(36 votes),₹ 1000 fee
Dr. Gauri Agarwal,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (11 years as specialist),"Malviya Nagar, Delhi",Delhi,100%,(36 votes),₹ 600 fee
Dr. Jay Mehta,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (7 years as specialist),"Ghatkopar East, Mumbai",Mumbai,85%,(27 votes),₹ 3000 fee
Dr. Soumil Trivedi,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (8 years as specialist),"Ghatkopar East, Mumbai",Mumbai,100%,(97 votes),₹ 2000 fee
Dr. Prabhjot Manchanda,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (8 years as specialist),"Ghatkopar East, Mumbai",Mumbai,89%,(56 votes),₹ 800 fee
Dr. Sapna Khare,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (10 years as specialist),"Goregaon West, Mumbai",Mumbai,100%,(88 votes),₹ 1200 fee
Dr. Gangurde Pritimala Bhalchandra,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (13 years as specialist),"Kandivali West, Mumbai",Mumbai,100%,(88 votes),₹ 800 fee
Dr. Reena kumari Sengupta,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall,"Wadala, Mumbai",Mumbai,99%,(195 votes),₹ 1000 fee
Dr. Mansi Verma,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",10 Years Experience Overall  (6 years as specialist),"Malad West, Mumbai",Mumbai,99%,(94 votes),₹ 1000 fee
Dr. Prajakta Katdare-Saraf,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (11 years as specialist),"Vikhroli East, Mumbai",Mumbai,93%,(111 votes),₹ 600 fee
Dr. Smita Pawar,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (10 years as specialist),"Malad West, Mumbai",Mumbai,98%,(59 votes),₹ 500 fee
Dr. Vijal Modi,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (8 years as specialist),"Malad East, Mumbai",Mumbai,100%,(14 votes),₹ 800 fee
Dr. Miloni Gadoya,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (7 years as specialist),"Tardeo, Mumbai",Mumbai,100%,(14 votes),₹ 1500 fee
Dr. Nilesh Jain,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (16 years as specialist),"Ghatkopar East, Mumbai",Mumbai,95%,(41 votes),₹ 1500 fee
Dr. Rajashri  Tayshete,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (10 years as specialist),"Borivali West, Mumbai",Mumbai,95%,(41 votes),₹ 1000 fee
Dr. Jay Mehta,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (7 years as specialist),"Ghatkopar East, Mumbai",Mumbai,85%,(27 votes),₹ 3000 fee
Dr. Soumil Trivedi,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (8 years as specialist),"Ghatkopar East, Mumbai",Mumbai,100%,(97 votes),₹ 2000 fee
